번호,지자체 유형,광역,기초,자치법규명,제개정일자,지방의회_기수,최종분야,,
64612,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 공중케이블 정비 지원에 관한 조례,2024-08-02,지방의회 9기,건설도시,,
64613,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도립미술관 설치 및 운영 조례,2024-08-02,지방의회 9기,문화관광,,
64614,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 생활체육지도자 지원 및 처우개선에 관한 조례,2024-08-02,지방의회 9기,문화관광,,
64615,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 농어업ㆍ농어촌 지원에 관한 기본 조례,2024-08-02,지방의회 9기,농림수산,,
64616,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 농민수당 지원에 관한 조례,2024-08-02,지방의회 9기,농림수산,,
64617,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 여성농어업인 육성지원 조례,2024-08-02,지방의회 9기,농림수산,,
64618,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 귀농ㆍ귀촌인 지원 조례,2024-08-02,지방의회 9기,농림수산,,
64619,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 해녀어업 보존 및 육성에 관한 조례,2024-08-02,지방의회 9기,문화관광,,
64620,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 119구급 안전취약계층 구급서비스 지원에 관한 조례,2024-08-02,지방의회 9기,안전,,
64621,광역지자체,제주특별자치도,제주특별자치도,제주 성읍마을 보존 및 지원 조례,2024-08-02,지방의회 9기,문화관광,,
64622,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 무형유산 전수교육관 운영 관리 조례,2024-08-02,지방의회 9기,복지,,
64623,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 유네스코 등록유산지구 내 해설사 운영 및 지원조례,2024-08-02,지방의회 9기,문화관광,,
64624,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 혼인지 보존 및 지원 조례,2024-08-02,지방의회 9기,행정일반,,
64625,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 국가유산 돌봄사업 운영 및 지원에 관한 조례,2024-08-02,지방의회 9기,복지,,
64626,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 국가유산지킴이 활동에 관한 조례,2024-08-02,지방의회 9기,문화관광,,
64627,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 건설공사 등의 정보공개에 관한 조례,2024-08-02,지방의회 9기,건설도시,,
64628,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 항파두리 항몽 유적 보존 및 지원 조례,2024-08-02,지방의회 9기,문화관광,,
64629,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 고향사랑 기부금 모금 및 운용에 관한 조례,2024-08-02,지방의회 9기,행정일반,,
64630,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 공유수면 관리ㆍ매립에 관한 조례,2024-08-02,지방의회 9기,건설도시,,
64631,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 곶자왈 보전 및 관리 조례,2024-08-02,지방의회 9기,환경,,
64632,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 농기계 경작로 설치 및 관리 조례,2024-08-02,지방의회 9기,농림수산,,
64633,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 문화예술 재능기부 및 후원 활성화 지원 조례,2024-08-02,지방의회 9기,문화관광,,
64634,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 모충사 설치 및 운영 조례,2024-08-02,지방의회 9기,문화관광,,
64635,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 보전지역 관리에 관한 조례,2024-08-02,지방의회 9기,환경,,
64636,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 산림자원의 조성 및 관리에 관한 조례,2024-08-02,지방의회 9기,농림수산,,
64637,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 도시공원 및 녹지 등의 관리에 관한 조례,2024-08-02,지방의회 9기,환경,,
64638,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 야생생물 보호 및 관리 조례,2024-08-02,지방의회 9기,환경,,
64639,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 야외운동기구 설치 및 안전관리에 관한 조례,2024-08-02,지방의회 9기,문화관광,,
64640,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 자연환경관리 조례,2024-08-02,지방의회 9기,환경,,
64641,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 의사상자 예우 및 지원에 관한 조례,2024-08-02,지방의회 9기,복지,,
64642,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 전통가옥 등 건축자산 보존과 진흥에 관한 조례,2024-08-02,지방의회 9기,문화관광,,
64643,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 주택 조례,2024-08-02,지방의회 9기,건설도시,,
64644,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 지명위원회 구성 및 운영 조례,2024-08-02,지방의회 9기,행정일반,,
64645,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 지방공무원 임용 등에 관한 조례,2024-08-02,지방의회 9기,행정일반,,
64646,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 자율방범대 지원 조례,2024-08-02,지방의회 9기,안전,,
64647,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 원자폭탄 피해자등 지원 조례,2024-08-02,지방의회 9기,보건의료,,
64648,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 정책실명제 운영 조례,2024-08-02,지방의회 9기,행정일반,,
64649,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 아동복지시설에 관한 조례,2024-08-02,지방의회 9기,복지,,
64650,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 건설기계 관리에 관한 조례,2024-08-02,지방의회 9기,건설도시,,
64651,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 골재채취에 관한 조례,2024-08-02,지방의회 9기,건설도시,,
64652,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 건축계획심의에 관한 조례,2024-08-02,지방의회 9기,건설도시,,
64653,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 보존자원 관리에 관한 조례,2024-08-02,지방의회 9기,환경,,
64654,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 어촌ㆍ어항의 개발 및 관리 등에 관한 조례,2024-08-02,지방의회 9기,농림수산,,
64655,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 하천 및 소하천 관리 조례,2024-08-02,지방의회 9기,환경,,
64656,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 공중위생영업의 관리 등에 관한 조례,2024-08-02,지방의회 9기,보건의료,,
64657,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 노동자 권리 보호 및 증진을 위한 조례,2024-08-02,지방의회 9기,경제산업,,
64658,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 비정규직 노동자 지원 등에 관한 조례,2024-08-02,지방의회 9기,복지,,
64659,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 일ㆍ생활 균형 지원 조례,2024-08-02,지방의회 9기,복지,,
64660,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 통합재정안정화기금 설치 및 운용 조례,2024-07-15,지방의회 9기,행정일반,,
64661,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 금고의 지정 및 운영에 관한 조례,2024-07-15,지방의회 9기,행정일반,,
64662,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 간병비 지원에 관한 조례,2024-07-15,지방의회 9기,복지,,
64663,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 간병인 지원에 관한 조례,2024-07-15,지방의회 9기,복지,,
64664,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 임산부 우선주차구역 설치 및 운영에 관한 조례,2024-07-15,지방의회 9기,복지,,
64665,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 공무직 고용안정 및 권리보장 조례,2024-07-15,지방의회 9기,행정일반,,
64666,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 임신부 교통비 지원에 관한 조례,2024-07-15,지방의회 9기,보건의료,,
64667,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 청년회 등 활동 지원에 관한 조례,2024-07-15,지방의회 9기,행정일반,,
64668,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도과학관 설립 및 운영 조례,2024-07-15,지방의회 9기,교육,,
64669,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 여성청소년 생리용품 지원에 관한 조례,2024-07-15,지방의회 9기,복지,,
64670,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 장애인ㆍ노인 등을 위한 보조기기 지원 및 활용촉진에 관한 조례,2024-07-15,지방의회 9기,복지,,
64671,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 도시 및 주거환경정비 조례,2024-07-15,지방의회 9기,건설도시,,
64672,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 지역건설산업 활성화 촉진에 관한 조례,2024-07-15,지방의회 9기,건설도시,,
64673,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 장애인 등을 위한 경사로 설치 지원 조례,2024-07-15,지방의회 9기,복지,,
64674,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 중장년 장애인 지원에 관한 조례,2024-07-15,지방의회 9기,복지,,
64675,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 도로복구 원인자부담금 징수 조례,2024-07-15,지방의회 9기,건설도시,,
64676,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 혁신도시 조성 및 발전에 관한 조례,2024-07-15,지방의회 9기,건설도시,,
64677,광역지자체,제주특별자치도,제주특별자치도,제주특별자치도 체육시설 설치 및 운영 조례,2024-07-15,지방의회 9기,문화관광,,
